Seq. ID.	Class	AMP Probability
RDKIT_SHAPRULEMATCH_05565	AMP	0.99
RDKIT_SHAPRULEMATCH_05566	AMP	0.99
RDKIT_SHAPRULEMATCH_05567	AMP	0.98
RDKIT_SHAPRULEMATCH_05568	AMP	0.98
RDKIT_SHAPRULEMATCH_05569	AMP	0.98
RDKIT_SHAPRULEMATCH_05570	AMP	0.99
RDKIT_SHAPRULEMATCH_05571	AMP	1.00
RDKIT_SHAPRULEMATCH_05572	AMP	0.99
RDKIT_SHAPRULEMATCH_05573	AMP	0.98
RDKIT_SHAPRULEMATCH_05574	AMP	0.90
RDKIT_SHAPRULEMATCH_05575	AMP	1.00
RDKIT_SHAPRULEMATCH_05576	AMP	0.96
RDKIT_SHAPRULEMATCH_05577	AMP	0.98
RDKIT_SHAPRULEMATCH_05578	AMP	0.99
RDKIT_SHAPRULEMATCH_05579	AMP	0.98
RDKIT_SHAPRULEMATCH_05580	AMP	0.98
RDKIT_SHAPRULEMATCH_05581	AMP	0.93
RDKIT_SHAPRULEMATCH_05582	AMP	0.97
RDKIT_SHAPRULEMATCH_05583	AMP	0.97
RDKIT_SHAPRULEMATCH_05584	AMP	0.98
RDKIT_SHAPRULEMATCH_05585	AMP	0.99
RDKIT_SHAPRULEMATCH_05586	AMP	0.99
RDKIT_SHAPRULEMATCH_05587	AMP	0.98
RDKIT_SHAPRULEMATCH_05588	AMP	1.00
RDKIT_SHAPRULEMATCH_05589	AMP	0.99
RDKIT_SHAPRULEMATCH_05590	AMP	0.98
RDKIT_SHAPRULEMATCH_05591	AMP	0.99
RDKIT_SHAPRULEMATCH_05592	AMP	0.99
RDKIT_SHAPRULEMATCH_05593	AMP	0.99
RDKIT_SHAPRULEMATCH_05594	AMP	0.98
RDKIT_SHAPRULEMATCH_05595	AMP	0.99
RDKIT_SHAPRULEMATCH_05596	AMP	0.98
RDKIT_SHAPRULEMATCH_05597	AMP	0.99
RDKIT_SHAPRULEMATCH_05598	AMP	0.99
RDKIT_SHAPRULEMATCH_05599	AMP	0.98
RDKIT_SHAPRULEMATCH_05600	AMP	0.97
RDKIT_SHAPRULEMATCH_05601	AMP	0.99
RDKIT_SHAPRULEMATCH_05602	AMP	0.99
RDKIT_SHAPRULEMATCH_05603	AMP	0.99
RDKIT_SHAPRULEMATCH_05604	AMP	0.99
RDKIT_SHAPRULEMATCH_05605	AMP	0.99
RDKIT_SHAPRULEMATCH_05606	AMP	0.96
RDKIT_SHAPRULEMATCH_05607	AMP	0.96
RDKIT_SHAPRULEMATCH_05608	AMP	0.99
RDKIT_SHAPRULEMATCH_05609	AMP	0.99
RDKIT_SHAPRULEMATCH_05610	AMP	0.96
RDKIT_SHAPRULEMATCH_05611	AMP	0.99
RDKIT_SHAPRULEMATCH_05612	AMP	0.99
RDKIT_SHAPRULEMATCH_05613	AMP	1.00
RDKIT_SHAPRULEMATCH_05614	AMP	0.99
RDKIT_SHAPRULEMATCH_05615	AMP	0.99
RDKIT_SHAPRULEMATCH_05616	AMP	0.98
RDKIT_SHAPRULEMATCH_05617	AMP	0.96
RDKIT_SHAPRULEMATCH_05618	AMP	0.99
RDKIT_SHAPRULEMATCH_05619	AMP	1.00
RDKIT_SHAPRULEMATCH_05620	AMP	0.99
RDKIT_SHAPRULEMATCH_05621	AMP	0.99
RDKIT_SHAPRULEMATCH_05622	AMP	0.99
RDKIT_SHAPRULEMATCH_05623	AMP	0.99
RDKIT_SHAPRULEMATCH_05624	AMP	0.99
RDKIT_SHAPRULEMATCH_05625	AMP	0.95
RDKIT_SHAPRULEMATCH_05626	AMP	0.98
RDKIT_SHAPRULEMATCH_05627	AMP	0.99
RDKIT_SHAPRULEMATCH_05628	AMP	0.96
RDKIT_SHAPRULEMATCH_05629	AMP	0.98
RDKIT_SHAPRULEMATCH_05630	AMP	0.99
RDKIT_SHAPRULEMATCH_05631	AMP	0.99
RDKIT_SHAPRULEMATCH_05632	AMP	0.97
RDKIT_SHAPRULEMATCH_05633	AMP	1.00
RDKIT_SHAPRULEMATCH_05634	AMP	0.99
RDKIT_SHAPRULEMATCH_05635	AMP	0.97
RDKIT_SHAPRULEMATCH_05636	AMP	0.99
RDKIT_SHAPRULEMATCH_05637	AMP	0.98
RDKIT_SHAPRULEMATCH_05638	AMP	0.99
RDKIT_SHAPRULEMATCH_05639	AMP	1.00
RDKIT_SHAPRULEMATCH_05640	AMP	0.99
RDKIT_SHAPRULEMATCH_05641	AMP	0.98
RDKIT_SHAPRULEMATCH_05642	AMP	0.95
RDKIT_SHAPRULEMATCH_05643	AMP	0.99
RDKIT_SHAPRULEMATCH_05644	AMP	0.99
RDKIT_SHAPRULEMATCH_05645	AMP	0.96
RDKIT_SHAPRULEMATCH_05646	AMP	0.99
RDKIT_SHAPRULEMATCH_05647	AMP	1.00
RDKIT_SHAPRULEMATCH_05648	AMP	0.99
RDKIT_SHAPRULEMATCH_05649	AMP	0.99
RDKIT_SHAPRULEMATCH_05650	AMP	0.99
RDKIT_SHAPRULEMATCH_05651	AMP	0.99
RDKIT_SHAPRULEMATCH_05652	AMP	0.98
RDKIT_SHAPRULEMATCH_05653	AMP	0.97
RDKIT_SHAPRULEMATCH_05654	AMP	0.95
RDKIT_SHAPRULEMATCH_05655	AMP	1.00
RDKIT_SHAPRULEMATCH_05656	AMP	0.95
RDKIT_SHAPRULEMATCH_05657	AMP	0.98
RDKIT_SHAPRULEMATCH_05658	AMP	0.97
RDKIT_SHAPRULEMATCH_05659	AMP	0.99
RDKIT_SHAPRULEMATCH_05660	AMP	0.96
RDKIT_SHAPRULEMATCH_05661	AMP	0.97
RDKIT_SHAPRULEMATCH_05662	AMP	0.94
RDKIT_SHAPRULEMATCH_05663	AMP	0.98
RDKIT_SHAPRULEMATCH_05664	AMP	0.98
RDKIT_SHAPRULEMATCH_05665	AMP	0.94
RDKIT_SHAPRULEMATCH_05666	AMP	0.99
RDKIT_SHAPRULEMATCH_05667	AMP	0.98
RDKIT_SHAPRULEMATCH_05668	AMP	0.98
RDKIT_SHAPRULEMATCH_05669	AMP	0.99
RDKIT_SHAPRULEMATCH_05670	AMP	0.96
RDKIT_SHAPRULEMATCH_05671	AMP	0.99
RDKIT_SHAPRULEMATCH_05672	AMP	0.99
RDKIT_SHAPRULEMATCH_05673	AMP	0.99
RDKIT_SHAPRULEMATCH_05674	AMP	0.98
RDKIT_SHAPRULEMATCH_05675	AMP	0.99
RDKIT_SHAPRULEMATCH_05676	AMP	0.98
RDKIT_SHAPRULEMATCH_05677	AMP	1.00
RDKIT_SHAPRULEMATCH_05678	AMP	0.98
RDKIT_SHAPRULEMATCH_05679	AMP	1.00
RDKIT_SHAPRULEMATCH_05680	AMP	0.99
RDKIT_SHAPRULEMATCH_05681	AMP	0.98
RDKIT_SHAPRULEMATCH_05682	AMP	0.96
RDKIT_SHAPRULEMATCH_05683	AMP	0.99
RDKIT_SHAPRULEMATCH_05684	AMP	0.98
RDKIT_SHAPRULEMATCH_05685	AMP	0.98
RDKIT_SHAPRULEMATCH_05686	AMP	0.96
RDKIT_SHAPRULEMATCH_05687	AMP	0.98
RDKIT_SHAPRULEMATCH_05688	AMP	0.99
RDKIT_SHAPRULEMATCH_05689	AMP	0.99
RDKIT_SHAPRULEMATCH_05690	AMP	0.99
RDKIT_SHAPRULEMATCH_05691	AMP	0.95
RDKIT_SHAPRULEMATCH_05692	AMP	0.98
RDKIT_SHAPRULEMATCH_05693	AMP	0.99
RDKIT_SHAPRULEMATCH_05694	AMP	0.99
RDKIT_SHAPRULEMATCH_05695	AMP	1.00
RDKIT_SHAPRULEMATCH_05696	AMP	1.00
RDKIT_SHAPRULEMATCH_05697	AMP	1.00
RDKIT_SHAPRULEMATCH_05698	AMP	0.98
RDKIT_SHAPRULEMATCH_05699	AMP	0.97
RDKIT_SHAPRULEMATCH_05700	AMP	0.99
RDKIT_SHAPRULEMATCH_05701	AMP	0.96
RDKIT_SHAPRULEMATCH_05702	AMP	0.99
RDKIT_SHAPRULEMATCH_05703	AMP	0.99
RDKIT_SHAPRULEMATCH_05704	AMP	0.99
RDKIT_SHAPRULEMATCH_05705	AMP	0.99
RDKIT_SHAPRULEMATCH_05706	AMP	0.98
RDKIT_SHAPRULEMATCH_05707	AMP	0.96
RDKIT_SHAPRULEMATCH_05708	AMP	0.99
RDKIT_SHAPRULEMATCH_05709	AMP	0.96
RDKIT_SHAPRULEMATCH_05710	AMP	0.99
RDKIT_SHAPRULEMATCH_05711	AMP	0.98
RDKIT_SHAPRULEMATCH_05712	AMP	1.00
RDKIT_SHAPRULEMATCH_05713	AMP	0.99
RDKIT_SHAPRULEMATCH_05714	AMP	0.95
RDKIT_SHAPRULEMATCH_05715	AMP	0.95
RDKIT_SHAPRULEMATCH_05716	AMP	0.99
RDKIT_SHAPRULEMATCH_05717	AMP	0.99
RDKIT_SHAPRULEMATCH_05718	AMP	0.96
RDKIT_SHAPRULEMATCH_05719	AMP	0.98
RDKIT_SHAPRULEMATCH_05720	AMP	0.98
RDKIT_SHAPRULEMATCH_05721	AMP	0.99
RDKIT_SHAPRULEMATCH_05722	AMP	0.99
RDKIT_SHAPRULEMATCH_05723	AMP	0.99
RDKIT_SHAPRULEMATCH_05724	AMP	0.88
RDKIT_SHAPRULEMATCH_05725	AMP	0.99
RDKIT_SHAPRULEMATCH_05726	AMP	0.99
RDKIT_SHAPRULEMATCH_05727	AMP	1.00
RDKIT_SHAPRULEMATCH_05728	AMP	0.98
RDKIT_SHAPRULEMATCH_05729	AMP	0.97
RDKIT_SHAPRULEMATCH_05730	AMP	0.97
RDKIT_SHAPRULEMATCH_05731	AMP	0.99
RDKIT_SHAPRULEMATCH_05732	AMP	0.98
RDKIT_SHAPRULEMATCH_05733	AMP	0.98
RDKIT_SHAPRULEMATCH_05734	AMP	0.98
RDKIT_SHAPRULEMATCH_05735	AMP	0.99
RDKIT_SHAPRULEMATCH_05736	AMP	0.99
RDKIT_SHAPRULEMATCH_05737	AMP	0.99
RDKIT_SHAPRULEMATCH_05738	AMP	0.96
RDKIT_SHAPRULEMATCH_05739	AMP	0.97
RDKIT_SHAPRULEMATCH_05740	AMP	0.97
RDKIT_SHAPRULEMATCH_05741	AMP	0.98
RDKIT_SHAPRULEMATCH_05742	AMP	0.95
RDKIT_SHAPRULEMATCH_05743	AMP	0.98
RDKIT_SHAPRULEMATCH_05744	AMP	0.98
RDKIT_SHAPRULEMATCH_05745	AMP	0.98
RDKIT_SHAPRULEMATCH_05746	AMP	0.98
RDKIT_SHAPRULEMATCH_05747	AMP	0.97
RDKIT_SHAPRULEMATCH_05748	AMP	0.99
RDKIT_SHAPRULEMATCH_05749	AMP	0.96
RDKIT_SHAPRULEMATCH_05750	AMP	0.98
RDKIT_SHAPRULEMATCH_05751	AMP	0.99
RDKIT_SHAPRULEMATCH_05752	AMP	0.99
RDKIT_SHAPRULEMATCH_05753	AMP	0.90
RDKIT_SHAPRULEMATCH_05754	AMP	0.97
RDKIT_SHAPRULEMATCH_05755	AMP	1.00
RDKIT_SHAPRULEMATCH_05756	AMP	0.98
RDKIT_SHAPRULEMATCH_05757	AMP	0.98
RDKIT_SHAPRULEMATCH_05758	AMP	0.99
RDKIT_SHAPRULEMATCH_05759	AMP	0.99
RDKIT_SHAPRULEMATCH_05760	AMP	0.99
RDKIT_SHAPRULEMATCH_05761	AMP	0.99
RDKIT_SHAPRULEMATCH_05762	AMP	0.99
RDKIT_SHAPRULEMATCH_05763	AMP	0.98
RDKIT_SHAPRULEMATCH_05764	AMP	0.98
RDKIT_SHAPRULEMATCH_05765	AMP	0.99
RDKIT_SHAPRULEMATCH_05766	AMP	0.99
RDKIT_SHAPRULEMATCH_05767	AMP	1.00
RDKIT_SHAPRULEMATCH_05768	AMP	0.97
RDKIT_SHAPRULEMATCH_05769	AMP	1.00
RDKIT_SHAPRULEMATCH_05770	AMP	0.99
RDKIT_SHAPRULEMATCH_05771	AMP	0.99
RDKIT_SHAPRULEMATCH_05772	AMP	1.00
RDKIT_SHAPRULEMATCH_05773	AMP	0.99
RDKIT_SHAPRULEMATCH_05774	AMP	0.99
RDKIT_SHAPRULEMATCH_05775	AMP	0.99
RDKIT_SHAPRULEMATCH_05776	AMP	0.98
RDKIT_SHAPRULEMATCH_05777	AMP	0.99
RDKIT_SHAPRULEMATCH_05778	AMP	0.99
RDKIT_SHAPRULEMATCH_05779	AMP	0.97
RDKIT_SHAPRULEMATCH_05780	AMP	0.97
RDKIT_SHAPRULEMATCH_05781	AMP	0.99
RDKIT_SHAPRULEMATCH_05782	AMP	0.97
RDKIT_SHAPRULEMATCH_05783	AMP	0.97
RDKIT_SHAPRULEMATCH_05784	AMP	0.98
RDKIT_SHAPRULEMATCH_05785	AMP	0.99
RDKIT_SHAPRULEMATCH_05786	AMP	0.96
RDKIT_SHAPRULEMATCH_05787	AMP	0.99
RDKIT_SHAPRULEMATCH_05788	AMP	0.99
RDKIT_SHAPRULEMATCH_05789	AMP	0.99
RDKIT_SHAPRULEMATCH_05790	AMP	0.99
RDKIT_SHAPRULEMATCH_05791	AMP	0.99
RDKIT_SHAPRULEMATCH_05792	AMP	0.98
RDKIT_SHAPRULEMATCH_05793	AMP	1.00
RDKIT_SHAPRULEMATCH_05794	AMP	0.97
RDKIT_SHAPRULEMATCH_05795	AMP	0.99
RDKIT_SHAPRULEMATCH_05796	AMP	0.97
RDKIT_SHAPRULEMATCH_05797	AMP	0.98
RDKIT_SHAPRULEMATCH_05798	AMP	0.95
RDKIT_SHAPRULEMATCH_05799	AMP	0.98
RDKIT_SHAPRULEMATCH_05800	AMP	0.99
RDKIT_SHAPRULEMATCH_05801	AMP	0.98
RDKIT_SHAPRULEMATCH_05802	AMP	1.00
RDKIT_SHAPRULEMATCH_05803	AMP	0.99
RDKIT_SHAPRULEMATCH_05804	AMP	0.99
RDKIT_SHAPRULEMATCH_05805	AMP	0.99
RDKIT_SHAPRULEMATCH_05806	AMP	0.99
RDKIT_SHAPRULEMATCH_05807	AMP	0.96
RDKIT_SHAPRULEMATCH_05808	AMP	0.98
RDKIT_SHAPRULEMATCH_05809	AMP	0.97
RDKIT_SHAPRULEMATCH_05810	AMP	0.97
RDKIT_SHAPRULEMATCH_05811	AMP	0.79
RDKIT_SHAPRULEMATCH_05812	AMP	0.99
RDKIT_SHAPRULEMATCH_05813	AMP	0.97
RDKIT_SHAPRULEMATCH_05814	AMP	0.98
RDKIT_SHAPRULEMATCH_05815	AMP	0.97
RDKIT_SHAPRULEMATCH_05816	AMP	0.82
RDKIT_SHAPRULEMATCH_05817	AMP	0.98
RDKIT_SHAPRULEMATCH_05818	AMP	0.95
RDKIT_SHAPRULEMATCH_05819	AMP	0.97
RDKIT_SHAPRULEMATCH_05820	AMP	0.98
RDKIT_SHAPRULEMATCH_05821	AMP	0.97
RDKIT_SHAPRULEMATCH_05822	AMP	0.98
RDKIT_SHAPRULEMATCH_05823	AMP	0.98
RDKIT_SHAPRULEMATCH_05824	AMP	0.97
RDKIT_SHAPRULEMATCH_05825	AMP	0.98
RDKIT_SHAPRULEMATCH_05826	AMP	0.99
RDKIT_SHAPRULEMATCH_05827	AMP	0.99
RDKIT_SHAPRULEMATCH_05828	AMP	0.99
RDKIT_SHAPRULEMATCH_05829	AMP	0.99
RDKIT_SHAPRULEMATCH_05830	AMP	0.95
RDKIT_SHAPRULEMATCH_05831	AMP	1.00
RDKIT_SHAPRULEMATCH_05832	AMP	0.99
RDKIT_SHAPRULEMATCH_05833	AMP	0.97
RDKIT_SHAPRULEMATCH_05834	AMP	0.99
RDKIT_SHAPRULEMATCH_05835	AMP	0.99
RDKIT_SHAPRULEMATCH_05836	AMP	0.99
RDKIT_SHAPRULEMATCH_05837	AMP	0.97
RDKIT_SHAPRULEMATCH_05838	AMP	0.99
RDKIT_SHAPRULEMATCH_05839	AMP	0.98
RDKIT_SHAPRULEMATCH_05840	AMP	0.98
RDKIT_SHAPRULEMATCH_05841	AMP	0.98
RDKIT_SHAPRULEMATCH_05842	AMP	0.89
RDKIT_SHAPRULEMATCH_05843	AMP	0.99
RDKIT_SHAPRULEMATCH_05844	AMP	0.93
RDKIT_SHAPRULEMATCH_05845	AMP	0.99
RDKIT_SHAPRULEMATCH_05846	AMP	0.98
RDKIT_SHAPRULEMATCH_05847	AMP	0.99
RDKIT_SHAPRULEMATCH_05848	AMP	0.99
RDKIT_SHAPRULEMATCH_05849	AMP	1.00
RDKIT_SHAPRULEMATCH_05850	AMP	0.97
RDKIT_SHAPRULEMATCH_05851	AMP	0.98
RDKIT_SHAPRULEMATCH_05852	AMP	1.00
RDKIT_SHAPRULEMATCH_05853	AMP	0.93
RDKIT_SHAPRULEMATCH_05854	AMP	1.00
RDKIT_SHAPRULEMATCH_05855	AMP	0.98
RDKIT_SHAPRULEMATCH_05856	AMP	0.99
RDKIT_SHAPRULEMATCH_05857	AMP	1.00
RDKIT_SHAPRULEMATCH_05858	AMP	0.98
RDKIT_SHAPRULEMATCH_05859	AMP	0.99
RDKIT_SHAPRULEMATCH_05860	AMP	0.99
RDKIT_SHAPRULEMATCH_05861	AMP	0.98
RDKIT_SHAPRULEMATCH_05862	AMP	0.99
RDKIT_SHAPRULEMATCH_05863	AMP	0.99
RDKIT_SHAPRULEMATCH_05864	AMP	0.98
RDKIT_SHAPRULEMATCH_05865	AMP	0.99
RDKIT_SHAPRULEMATCH_05866	AMP	0.97
RDKIT_SHAPRULEMATCH_05867	AMP	0.99
RDKIT_SHAPRULEMATCH_05868	AMP	1.00
RDKIT_SHAPRULEMATCH_05869	AMP	0.97
RDKIT_SHAPRULEMATCH_05870	AMP	1.00
RDKIT_SHAPRULEMATCH_05871	AMP	0.93
RDKIT_SHAPRULEMATCH_05872	AMP	0.99
RDKIT_SHAPRULEMATCH_05873	AMP	0.98
RDKIT_SHAPRULEMATCH_05874	AMP	0.99
RDKIT_SHAPRULEMATCH_05875	AMP	0.98
RDKIT_SHAPRULEMATCH_05876	AMP	0.99
RDKIT_SHAPRULEMATCH_05877	AMP	1.00
RDKIT_SHAPRULEMATCH_05878	AMP	0.97
RDKIT_SHAPRULEMATCH_05879	AMP	0.99
RDKIT_SHAPRULEMATCH_05880	AMP	0.98
RDKIT_SHAPRULEMATCH_05881	AMP	0.97
RDKIT_SHAPRULEMATCH_05882	AMP	0.99
RDKIT_SHAPRULEMATCH_05883	AMP	0.97
RDKIT_SHAPRULEMATCH_05884	AMP	0.99
RDKIT_SHAPRULEMATCH_05885	AMP	0.98
RDKIT_SHAPRULEMATCH_05886	AMP	0.99
RDKIT_SHAPRULEMATCH_05887	AMP	0.99
RDKIT_SHAPRULEMATCH_05888	AMP	0.98
RDKIT_SHAPRULEMATCH_05889	AMP	0.98
RDKIT_SHAPRULEMATCH_05890	AMP	1.00
RDKIT_SHAPRULEMATCH_05891	AMP	0.99
RDKIT_SHAPRULEMATCH_05892	AMP	0.99
RDKIT_SHAPRULEMATCH_05893	AMP	0.99
RDKIT_SHAPRULEMATCH_05894	AMP	1.00
RDKIT_SHAPRULEMATCH_05895	AMP	0.99
RDKIT_SHAPRULEMATCH_05896	AMP	0.99
RDKIT_SHAPRULEMATCH_05897	AMP	1.00
RDKIT_SHAPRULEMATCH_05898	AMP	0.98
RDKIT_SHAPRULEMATCH_05899	AMP	1.00
RDKIT_SHAPRULEMATCH_05900	AMP	0.98
RDKIT_SHAPRULEMATCH_05901	AMP	0.99
RDKIT_SHAPRULEMATCH_05902	AMP	0.97
RDKIT_SHAPRULEMATCH_05903	AMP	0.98
RDKIT_SHAPRULEMATCH_05904	AMP	0.98
RDKIT_SHAPRULEMATCH_05905	AMP	0.99
RDKIT_SHAPRULEMATCH_05906	AMP	0.99
RDKIT_SHAPRULEMATCH_05907	AMP	0.99
RDKIT_SHAPRULEMATCH_05908	AMP	1.00
RDKIT_SHAPRULEMATCH_05909	AMP	0.98
RDKIT_SHAPRULEMATCH_05910	AMP	1.00
RDKIT_SHAPRULEMATCH_05911	AMP	0.98
RDKIT_SHAPRULEMATCH_05912	AMP	0.99
RDKIT_SHAPRULEMATCH_05913	AMP	0.99
RDKIT_SHAPRULEMATCH_05914	AMP	0.99
RDKIT_SHAPRULEMATCH_05915	AMP	0.99
RDKIT_SHAPRULEMATCH_05916	AMP	0.90
RDKIT_SHAPRULEMATCH_05917	AMP	0.99
RDKIT_SHAPRULEMATCH_05918	AMP	1.00
RDKIT_SHAPRULEMATCH_05919	AMP	0.99
RDKIT_SHAPRULEMATCH_05920	AMP	0.99
RDKIT_SHAPRULEMATCH_05921	AMP	0.98
RDKIT_SHAPRULEMATCH_05922	AMP	0.99
RDKIT_SHAPRULEMATCH_05923	AMP	0.99
RDKIT_SHAPRULEMATCH_05924	AMP	1.00
RDKIT_SHAPRULEMATCH_05925	AMP	0.99
RDKIT_SHAPRULEMATCH_05926	AMP	0.99
RDKIT_SHAPRULEMATCH_05927	AMP	0.95
RDKIT_SHAPRULEMATCH_05928	AMP	0.98
RDKIT_SHAPRULEMATCH_05929	AMP	0.95
RDKIT_SHAPRULEMATCH_05930	AMP	0.99
RDKIT_SHAPRULEMATCH_05931	AMP	0.98
RDKIT_SHAPRULEMATCH_05932	AMP	0.97
RDKIT_SHAPRULEMATCH_05933	AMP	0.98
RDKIT_SHAPRULEMATCH_05934	AMP	0.99
RDKIT_SHAPRULEMATCH_05935	AMP	0.96
RDKIT_SHAPRULEMATCH_05936	AMP	0.98
RDKIT_SHAPRULEMATCH_05937	AMP	0.99
RDKIT_SHAPRULEMATCH_05938	AMP	0.99
RDKIT_SHAPRULEMATCH_05939	AMP	1.00
RDKIT_SHAPRULEMATCH_05940	AMP	1.00
RDKIT_SHAPRULEMATCH_05941	AMP	0.99
RDKIT_SHAPRULEMATCH_05942	AMP	0.98
RDKIT_SHAPRULEMATCH_05943	AMP	0.99
RDKIT_SHAPRULEMATCH_05944	AMP	0.97
RDKIT_SHAPRULEMATCH_05945	AMP	0.99
RDKIT_SHAPRULEMATCH_05946	AMP	0.97
RDKIT_SHAPRULEMATCH_05947	AMP	0.99
RDKIT_SHAPRULEMATCH_05948	AMP	0.99
RDKIT_SHAPRULEMATCH_05949	AMP	1.00
RDKIT_SHAPRULEMATCH_05950	AMP	0.98
RDKIT_SHAPRULEMATCH_05951	AMP	0.99
RDKIT_SHAPRULEMATCH_05952	AMP	0.99
RDKIT_SHAPRULEMATCH_05953	AMP	0.99
RDKIT_SHAPRULEMATCH_05954	AMP	0.99
RDKIT_SHAPRULEMATCH_05955	AMP	0.99
RDKIT_SHAPRULEMATCH_05956	AMP	0.99
RDKIT_SHAPRULEMATCH_05957	AMP	0.99
RDKIT_SHAPRULEMATCH_05958	AMP	0.99
RDKIT_SHAPRULEMATCH_05959	AMP	0.99
RDKIT_SHAPRULEMATCH_05960	AMP	0.97
RDKIT_SHAPRULEMATCH_05961	AMP	0.98
RDKIT_SHAPRULEMATCH_05962	AMP	0.96
RDKIT_SHAPRULEMATCH_05963	AMP	1.00
RDKIT_SHAPRULEMATCH_05964	AMP	1.00
RDKIT_SHAPRULEMATCH_05965	AMP	0.98
RDKIT_SHAPRULEMATCH_05966	AMP	0.99
RDKIT_SHAPRULEMATCH_05967	AMP	0.99
RDKIT_SHAPRULEMATCH_05968	AMP	0.99
RDKIT_SHAPRULEMATCH_05969	AMP	0.93
RDKIT_SHAPRULEMATCH_05970	AMP	0.99
RDKIT_SHAPRULEMATCH_05971	AMP	0.98
RDKIT_SHAPRULEMATCH_05972	AMP	0.99
RDKIT_SHAPRULEMATCH_05973	AMP	0.98
RDKIT_SHAPRULEMATCH_05974	AMP	0.96
RDKIT_SHAPRULEMATCH_05975	AMP	0.99
RDKIT_SHAPRULEMATCH_05976	AMP	0.95
RDKIT_SHAPRULEMATCH_05977	AMP	0.99
RDKIT_SHAPRULEMATCH_05978	AMP	0.98
RDKIT_SHAPRULEMATCH_05979	AMP	0.97
RDKIT_SHAPRULEMATCH_05980	AMP	1.00
RDKIT_SHAPRULEMATCH_05981	AMP	0.99
RDKIT_SHAPRULEMATCH_05982	AMP	0.98
RDKIT_SHAPRULEMATCH_05983	AMP	0.99
RDKIT_SHAPRULEMATCH_05984	AMP	0.98
RDKIT_SHAPRULEMATCH_05985	AMP	1.00
RDKIT_SHAPRULEMATCH_05986	AMP	0.99
RDKIT_SHAPRULEMATCH_05987	AMP	0.98
RDKIT_SHAPRULEMATCH_05988	AMP	0.98
RDKIT_SHAPRULEMATCH_05989	AMP	1.00
RDKIT_SHAPRULEMATCH_05990	AMP	0.99
RDKIT_SHAPRULEMATCH_05991	AMP	0.99
RDKIT_SHAPRULEMATCH_05992	AMP	0.99
RDKIT_SHAPRULEMATCH_05993	AMP	0.97
RDKIT_SHAPRULEMATCH_05994	AMP	0.98
RDKIT_SHAPRULEMATCH_05995	AMP	0.97
RDKIT_SHAPRULEMATCH_05996	AMP	0.99
RDKIT_SHAPRULEMATCH_05997	AMP	0.98
RDKIT_SHAPRULEMATCH_05998	AMP	0.99
RDKIT_SHAPRULEMATCH_05999	AMP	0.93
RDKIT_SHAPRULEMATCH_06000	AMP	0.98
RDKIT_SHAPRULEMATCH_06001	AMP	0.99
RDKIT_SHAPRULEMATCH_06002	AMP	0.97
RDKIT_SHAPRULEMATCH_06003	AMP	1.00
RDKIT_SHAPRULEMATCH_06004	AMP	1.00
RDKIT_SHAPRULEMATCH_06005	AMP	0.98
RDKIT_SHAPRULEMATCH_06006	AMP	0.99
RDKIT_SHAPRULEMATCH_06007	AMP	1.00
RDKIT_SHAPRULEMATCH_06008	AMP	0.99
RDKIT_SHAPRULEMATCH_06009	AMP	0.99
RDKIT_SHAPRULEMATCH_06010	AMP	0.99
RDKIT_SHAPRULEMATCH_06011	AMP	0.99
RDKIT_SHAPRULEMATCH_06012	AMP	0.96
RDKIT_SHAPRULEMATCH_06013	AMP	0.98
RDKIT_SHAPRULEMATCH_06014	AMP	0.98
RDKIT_SHAPRULEMATCH_06015	AMP	0.99
RDKIT_SHAPRULEMATCH_06016	AMP	0.98
RDKIT_SHAPRULEMATCH_06017	AMP	0.99
RDKIT_SHAPRULEMATCH_06018	AMP	0.99
RDKIT_SHAPRULEMATCH_06019	AMP	1.00
RDKIT_SHAPRULEMATCH_06020	AMP	0.99
RDKIT_SHAPRULEMATCH_06021	AMP	0.98
RDKIT_SHAPRULEMATCH_06022	AMP	0.99
RDKIT_SHAPRULEMATCH_06023	AMP	0.99
RDKIT_SHAPRULEMATCH_06024	AMP	0.99
RDKIT_SHAPRULEMATCH_06025	AMP	0.99
RDKIT_SHAPRULEMATCH_06026	AMP	1.00
RDKIT_SHAPRULEMATCH_06027	AMP	0.97
RDKIT_SHAPRULEMATCH_06028	AMP	0.94
RDKIT_SHAPRULEMATCH_06029	AMP	0.99
RDKIT_SHAPRULEMATCH_06030	AMP	0.98
RDKIT_SHAPRULEMATCH_06031	AMP	1.00
RDKIT_SHAPRULEMATCH_06032	AMP	0.99
RDKIT_SHAPRULEMATCH_06033	AMP	0.98
RDKIT_SHAPRULEMATCH_06034	AMP	0.96
RDKIT_SHAPRULEMATCH_06035	AMP	0.99
RDKIT_SHAPRULEMATCH_06036	AMP	0.99
RDKIT_SHAPRULEMATCH_06037	AMP	0.96
RDKIT_SHAPRULEMATCH_06038	AMP	0.99
RDKIT_SHAPRULEMATCH_06039	AMP	0.98
RDKIT_SHAPRULEMATCH_06040	AMP	0.99
RDKIT_SHAPRULEMATCH_06041	AMP	1.00
RDKIT_SHAPRULEMATCH_06042	AMP	0.98
RDKIT_SHAPRULEMATCH_06043	AMP	0.98
RDKIT_SHAPRULEMATCH_06044	AMP	0.98
RDKIT_SHAPRULEMATCH_06045	AMP	1.00
RDKIT_SHAPRULEMATCH_06046	AMP	0.95
