Seq. ID.	Class	AMP Probability
RDKIT_SHAPRULEMATCH_02595	AMP	1.00
RDKIT_SHAPRULEMATCH_02596	AMP	0.99
RDKIT_SHAPRULEMATCH_02597	AMP	0.99
RDKIT_SHAPRULEMATCH_02598	AMP	0.99
RDKIT_SHAPRULEMATCH_02599	AMP	0.99
RDKIT_SHAPRULEMATCH_02600	AMP	0.99
RDKIT_SHAPRULEMATCH_02601	AMP	0.99
RDKIT_SHAPRULEMATCH_02602	AMP	0.99
RDKIT_SHAPRULEMATCH_02603	AMP	0.99
RDKIT_SHAPRULEMATCH_02604	AMP	0.98
RDKIT_SHAPRULEMATCH_02605	AMP	0.97
RDKIT_SHAPRULEMATCH_02606	AMP	0.94
RDKIT_SHAPRULEMATCH_02607	AMP	0.98
RDKIT_SHAPRULEMATCH_02608	AMP	0.99
RDKIT_SHAPRULEMATCH_02609	AMP	0.99
RDKIT_SHAPRULEMATCH_02610	AMP	0.99
RDKIT_SHAPRULEMATCH_02611	AMP	0.99
RDKIT_SHAPRULEMATCH_02612	AMP	0.99
RDKIT_SHAPRULEMATCH_02613	AMP	0.99
RDKIT_SHAPRULEMATCH_02614	AMP	0.99
RDKIT_SHAPRULEMATCH_02615	AMP	0.95
RDKIT_SHAPRULEMATCH_02616	AMP	0.99
RDKIT_SHAPRULEMATCH_02617	AMP	0.98
RDKIT_SHAPRULEMATCH_02618	AMP	0.97
RDKIT_SHAPRULEMATCH_02619	AMP	0.99
RDKIT_SHAPRULEMATCH_02620	AMP	0.96
RDKIT_SHAPRULEMATCH_02621	AMP	0.99
RDKIT_SHAPRULEMATCH_02622	AMP	0.95
RDKIT_SHAPRULEMATCH_02623	AMP	1.00
RDKIT_SHAPRULEMATCH_02624	AMP	0.99
RDKIT_SHAPRULEMATCH_02625	AMP	0.96
RDKIT_SHAPRULEMATCH_02626	AMP	0.97
RDKIT_SHAPRULEMATCH_02627	AMP	0.98
RDKIT_SHAPRULEMATCH_02628	AMP	0.99
RDKIT_SHAPRULEMATCH_02629	AMP	0.99
RDKIT_SHAPRULEMATCH_02630	AMP	0.98
RDKIT_SHAPRULEMATCH_02631	AMP	0.92
RDKIT_SHAPRULEMATCH_02632	AMP	0.98
RDKIT_SHAPRULEMATCH_02633	AMP	0.99
RDKIT_SHAPRULEMATCH_02634	AMP	0.96
RDKIT_SHAPRULEMATCH_02635	AMP	0.99
RDKIT_SHAPRULEMATCH_02636	AMP	0.98
RDKIT_SHAPRULEMATCH_02637	AMP	0.99
RDKIT_SHAPRULEMATCH_02638	AMP	1.00
RDKIT_SHAPRULEMATCH_02639	AMP	0.99
RDKIT_SHAPRULEMATCH_02640	AMP	0.96
RDKIT_SHAPRULEMATCH_02641	AMP	0.99
RDKIT_SHAPRULEMATCH_02642	AMP	0.99
RDKIT_SHAPRULEMATCH_02643	AMP	0.99
RDKIT_SHAPRULEMATCH_02644	AMP	0.98
RDKIT_SHAPRULEMATCH_02645	AMP	0.98
RDKIT_SHAPRULEMATCH_02646	AMP	0.98
RDKIT_SHAPRULEMATCH_02647	AMP	0.98
RDKIT_SHAPRULEMATCH_02648	AMP	0.99
RDKIT_SHAPRULEMATCH_02649	AMP	0.98
RDKIT_SHAPRULEMATCH_02650	AMP	0.94
RDKIT_SHAPRULEMATCH_02651	AMP	0.99
RDKIT_SHAPRULEMATCH_02652	AMP	0.99
RDKIT_SHAPRULEMATCH_02653	AMP	0.99
RDKIT_SHAPRULEMATCH_02654	AMP	0.99
RDKIT_SHAPRULEMATCH_02655	AMP	0.97
RDKIT_SHAPRULEMATCH_02656	AMP	0.99
RDKIT_SHAPRULEMATCH_02657	AMP	0.99
RDKIT_SHAPRULEMATCH_02658	AMP	0.99
RDKIT_SHAPRULEMATCH_02659	AMP	0.98
RDKIT_SHAPRULEMATCH_02660	AMP	1.00
RDKIT_SHAPRULEMATCH_02661	AMP	0.99
RDKIT_SHAPRULEMATCH_02662	AMP	0.99
RDKIT_SHAPRULEMATCH_02663	AMP	0.99
RDKIT_SHAPRULEMATCH_02664	AMP	0.99
RDKIT_SHAPRULEMATCH_02665	AMP	1.00
RDKIT_SHAPRULEMATCH_02666	AMP	0.99
RDKIT_SHAPRULEMATCH_02667	AMP	1.00
RDKIT_SHAPRULEMATCH_02668	AMP	0.97
RDKIT_SHAPRULEMATCH_02669	AMP	0.99
RDKIT_SHAPRULEMATCH_02670	AMP	0.99
RDKIT_SHAPRULEMATCH_02671	AMP	0.98
RDKIT_SHAPRULEMATCH_02672	AMP	0.99
RDKIT_SHAPRULEMATCH_02673	AMP	0.99
RDKIT_SHAPRULEMATCH_02674	AMP	1.00
RDKIT_SHAPRULEMATCH_02675	AMP	0.98
RDKIT_SHAPRULEMATCH_02676	AMP	1.00
RDKIT_SHAPRULEMATCH_02677	AMP	1.00
RDKIT_SHAPRULEMATCH_02678	AMP	0.99
RDKIT_SHAPRULEMATCH_02679	AMP	0.99
RDKIT_SHAPRULEMATCH_02680	AMP	0.99
RDKIT_SHAPRULEMATCH_02681	AMP	0.99
RDKIT_SHAPRULEMATCH_02682	AMP	0.99
RDKIT_SHAPRULEMATCH_02683	AMP	0.99
RDKIT_SHAPRULEMATCH_02684	AMP	0.97
RDKIT_SHAPRULEMATCH_02685	AMP	0.92
RDKIT_SHAPRULEMATCH_02686	AMP	0.99
RDKIT_SHAPRULEMATCH_02687	AMP	0.99
RDKIT_SHAPRULEMATCH_02688	AMP	1.00
RDKIT_SHAPRULEMATCH_02689	AMP	0.98
RDKIT_SHAPRULEMATCH_02690	AMP	0.98
RDKIT_SHAPRULEMATCH_02691	AMP	0.95
RDKIT_SHAPRULEMATCH_02692	AMP	0.99
RDKIT_SHAPRULEMATCH_02693	AMP	0.97
RDKIT_SHAPRULEMATCH_02694	AMP	0.99
RDKIT_SHAPRULEMATCH_02695	AMP	0.98
RDKIT_SHAPRULEMATCH_02696	AMP	0.96
RDKIT_SHAPRULEMATCH_02697	AMP	0.96
RDKIT_SHAPRULEMATCH_02698	AMP	0.99
RDKIT_SHAPRULEMATCH_02699	AMP	0.99
RDKIT_SHAPRULEMATCH_02700	AMP	0.99
RDKIT_SHAPRULEMATCH_02701	AMP	0.97
RDKIT_SHAPRULEMATCH_02702	AMP	0.95
RDKIT_SHAPRULEMATCH_02703	AMP	0.99
RDKIT_SHAPRULEMATCH_02704	AMP	0.97
RDKIT_SHAPRULEMATCH_02705	AMP	0.99
RDKIT_SHAPRULEMATCH_02706	AMP	0.99
RDKIT_SHAPRULEMATCH_02707	AMP	0.98
RDKIT_SHAPRULEMATCH_02708	AMP	0.98
RDKIT_SHAPRULEMATCH_02709	AMP	0.99
RDKIT_SHAPRULEMATCH_02710	AMP	0.98
RDKIT_SHAPRULEMATCH_02711	AMP	0.99
RDKIT_SHAPRULEMATCH_02712	AMP	0.96
RDKIT_SHAPRULEMATCH_02713	AMP	0.99
RDKIT_SHAPRULEMATCH_02714	AMP	0.99
RDKIT_SHAPRULEMATCH_02715	AMP	0.93
RDKIT_SHAPRULEMATCH_02716	AMP	0.98
RDKIT_SHAPRULEMATCH_02717	AMP	0.99
RDKIT_SHAPRULEMATCH_02718	AMP	1.00
RDKIT_SHAPRULEMATCH_02719	AMP	0.99
RDKIT_SHAPRULEMATCH_02720	AMP	1.00
RDKIT_SHAPRULEMATCH_02721	AMP	0.99
RDKIT_SHAPRULEMATCH_02722	AMP	0.97
RDKIT_SHAPRULEMATCH_02723	AMP	1.00
RDKIT_SHAPRULEMATCH_02724	AMP	0.98
RDKIT_SHAPRULEMATCH_02725	AMP	1.00
RDKIT_SHAPRULEMATCH_02726	AMP	0.99
RDKIT_SHAPRULEMATCH_02727	AMP	0.98
RDKIT_SHAPRULEMATCH_02728	AMP	0.97
RDKIT_SHAPRULEMATCH_02729	AMP	0.99
RDKIT_SHAPRULEMATCH_02730	AMP	0.99
RDKIT_SHAPRULEMATCH_02731	AMP	0.98
RDKIT_SHAPRULEMATCH_02732	AMP	0.99
RDKIT_SHAPRULEMATCH_02733	AMP	1.00
RDKIT_SHAPRULEMATCH_02734	AMP	0.99
RDKIT_SHAPRULEMATCH_02735	AMP	0.99
RDKIT_SHAPRULEMATCH_02736	AMP	0.97
RDKIT_SHAPRULEMATCH_02737	AMP	0.99
RDKIT_SHAPRULEMATCH_02738	AMP	0.98
RDKIT_SHAPRULEMATCH_02739	AMP	0.98
RDKIT_SHAPRULEMATCH_02740	AMP	0.97
RDKIT_SHAPRULEMATCH_02741	AMP	0.98
RDKIT_SHAPRULEMATCH_02742	AMP	0.99
RDKIT_SHAPRULEMATCH_02743	AMP	0.98
RDKIT_SHAPRULEMATCH_02744	AMP	0.98
RDKIT_SHAPRULEMATCH_02745	AMP	1.00
RDKIT_SHAPRULEMATCH_02746	AMP	0.95
RDKIT_SHAPRULEMATCH_02747	AMP	0.98
RDKIT_SHAPRULEMATCH_02748	AMP	0.97
RDKIT_SHAPRULEMATCH_02749	AMP	0.97
RDKIT_SHAPRULEMATCH_02750	AMP	0.98
RDKIT_SHAPRULEMATCH_02751	AMP	1.00
RDKIT_SHAPRULEMATCH_02752	AMP	0.98
RDKIT_SHAPRULEMATCH_02753	AMP	0.94
RDKIT_SHAPRULEMATCH_02754	AMP	0.97
RDKIT_SHAPRULEMATCH_02755	AMP	0.99
RDKIT_SHAPRULEMATCH_02756	AMP	0.99
RDKIT_SHAPRULEMATCH_02757	AMP	0.98
RDKIT_SHAPRULEMATCH_02758	AMP	0.99
RDKIT_SHAPRULEMATCH_02759	AMP	0.98
RDKIT_SHAPRULEMATCH_02760	AMP	1.00
RDKIT_SHAPRULEMATCH_02761	AMP	0.93
RDKIT_SHAPRULEMATCH_02762	AMP	0.98
RDKIT_SHAPRULEMATCH_02763	AMP	0.98
RDKIT_SHAPRULEMATCH_02764	AMP	0.96
RDKIT_SHAPRULEMATCH_02765	AMP	1.00
RDKIT_SHAPRULEMATCH_02766	AMP	0.98
RDKIT_SHAPRULEMATCH_02767	AMP	0.97
RDKIT_SHAPRULEMATCH_02768	AMP	0.98
RDKIT_SHAPRULEMATCH_02769	AMP	0.99
RDKIT_SHAPRULEMATCH_02770	AMP	0.99
RDKIT_SHAPRULEMATCH_02771	AMP	1.00
RDKIT_SHAPRULEMATCH_02772	AMP	0.99
RDKIT_SHAPRULEMATCH_02773	AMP	0.99
RDKIT_SHAPRULEMATCH_02774	AMP	0.98
RDKIT_SHAPRULEMATCH_02775	AMP	0.99
RDKIT_SHAPRULEMATCH_02776	AMP	1.00
RDKIT_SHAPRULEMATCH_02777	AMP	0.99
RDKIT_SHAPRULEMATCH_02778	AMP	1.00
RDKIT_SHAPRULEMATCH_02779	AMP	0.99
RDKIT_SHAPRULEMATCH_02780	AMP	0.97
RDKIT_SHAPRULEMATCH_02781	AMP	0.99
RDKIT_SHAPRULEMATCH_02782	AMP	0.99
RDKIT_SHAPRULEMATCH_02783	AMP	1.00
RDKIT_SHAPRULEMATCH_02784	AMP	0.99
RDKIT_SHAPRULEMATCH_02785	AMP	0.98
RDKIT_SHAPRULEMATCH_02786	AMP	0.98
RDKIT_SHAPRULEMATCH_02787	AMP	0.98
RDKIT_SHAPRULEMATCH_02788	AMP	1.00
RDKIT_SHAPRULEMATCH_02789	AMP	0.98
RDKIT_SHAPRULEMATCH_02790	AMP	1.00
RDKIT_SHAPRULEMATCH_02791	AMP	0.99
RDKIT_SHAPRULEMATCH_02792	AMP	0.96
RDKIT_SHAPRULEMATCH_02793	AMP	0.98
RDKIT_SHAPRULEMATCH_02794	AMP	0.96
RDKIT_SHAPRULEMATCH_02795	AMP	0.99
RDKIT_SHAPRULEMATCH_02796	AMP	0.98
RDKIT_SHAPRULEMATCH_02797	AMP	0.98
RDKIT_SHAPRULEMATCH_02798	AMP	0.94
RDKIT_SHAPRULEMATCH_02799	AMP	0.99
RDKIT_SHAPRULEMATCH_02800	AMP	0.98
RDKIT_SHAPRULEMATCH_02801	AMP	1.00
RDKIT_SHAPRULEMATCH_02802	AMP	0.91
RDKIT_SHAPRULEMATCH_02803	AMP	0.98
RDKIT_SHAPRULEMATCH_02804	AMP	0.98
RDKIT_SHAPRULEMATCH_02805	AMP	0.98
RDKIT_SHAPRULEMATCH_02806	AMP	0.99
RDKIT_SHAPRULEMATCH_02807	AMP	0.97
RDKIT_SHAPRULEMATCH_02808	AMP	0.99
RDKIT_SHAPRULEMATCH_02809	AMP	0.98
RDKIT_SHAPRULEMATCH_02810	AMP	1.00
RDKIT_SHAPRULEMATCH_02811	AMP	0.99
RDKIT_SHAPRULEMATCH_02812	AMP	0.99
RDKIT_SHAPRULEMATCH_02813	AMP	0.99
RDKIT_SHAPRULEMATCH_02814	AMP	0.93
RDKIT_SHAPRULEMATCH_02815	AMP	0.98
RDKIT_SHAPRULEMATCH_02816	AMP	0.99
RDKIT_SHAPRULEMATCH_02817	AMP	0.99
RDKIT_SHAPRULEMATCH_02818	AMP	0.99
RDKIT_SHAPRULEMATCH_02819	AMP	0.97
RDKIT_SHAPRULEMATCH_02820	AMP	0.99
RDKIT_SHAPRULEMATCH_02821	AMP	0.98
RDKIT_SHAPRULEMATCH_02822	AMP	0.99
RDKIT_SHAPRULEMATCH_02823	AMP	0.98
RDKIT_SHAPRULEMATCH_02824	AMP	0.99
RDKIT_SHAPRULEMATCH_02825	AMP	0.97
RDKIT_SHAPRULEMATCH_02826	AMP	0.98
RDKIT_SHAPRULEMATCH_02827	AMP	0.99
RDKIT_SHAPRULEMATCH_02828	AMP	1.00
RDKIT_SHAPRULEMATCH_02829	AMP	1.00
RDKIT_SHAPRULEMATCH_02830	AMP	0.98
RDKIT_SHAPRULEMATCH_02831	AMP	0.99
RDKIT_SHAPRULEMATCH_02832	AMP	0.99
RDKIT_SHAPRULEMATCH_02833	AMP	0.97
RDKIT_SHAPRULEMATCH_02834	AMP	0.99
RDKIT_SHAPRULEMATCH_02835	AMP	0.99
RDKIT_SHAPRULEMATCH_02836	AMP	0.99
RDKIT_SHAPRULEMATCH_02837	AMP	0.99
RDKIT_SHAPRULEMATCH_02838	AMP	0.96
RDKIT_SHAPRULEMATCH_02839	AMP	1.00
RDKIT_SHAPRULEMATCH_02840	AMP	0.97
RDKIT_SHAPRULEMATCH_02841	AMP	0.99
RDKIT_SHAPRULEMATCH_02842	AMP	0.99
RDKIT_SHAPRULEMATCH_02843	AMP	0.97
RDKIT_SHAPRULEMATCH_02844	AMP	0.98
RDKIT_SHAPRULEMATCH_02845	AMP	0.98
RDKIT_SHAPRULEMATCH_02846	AMP	0.97
RDKIT_SHAPRULEMATCH_02847	AMP	0.97
RDKIT_SHAPRULEMATCH_02848	AMP	1.00
RDKIT_SHAPRULEMATCH_02849	AMP	0.99
RDKIT_SHAPRULEMATCH_02850	AMP	0.97
RDKIT_SHAPRULEMATCH_02851	AMP	0.99
RDKIT_SHAPRULEMATCH_02852	AMP	0.99
RDKIT_SHAPRULEMATCH_02853	AMP	0.99
RDKIT_SHAPRULEMATCH_02854	AMP	0.99
RDKIT_SHAPRULEMATCH_02855	AMP	0.99
RDKIT_SHAPRULEMATCH_02856	AMP	0.99
RDKIT_SHAPRULEMATCH_02857	AMP	0.99
RDKIT_SHAPRULEMATCH_02858	AMP	0.99
RDKIT_SHAPRULEMATCH_02859	AMP	0.99
RDKIT_SHAPRULEMATCH_02860	AMP	0.96
RDKIT_SHAPRULEMATCH_02861	AMP	0.99
RDKIT_SHAPRULEMATCH_02862	AMP	0.99
RDKIT_SHAPRULEMATCH_02863	AMP	0.99
RDKIT_SHAPRULEMATCH_02864	AMP	0.98
RDKIT_SHAPRULEMATCH_02865	AMP	0.99
RDKIT_SHAPRULEMATCH_02866	AMP	0.95
RDKIT_SHAPRULEMATCH_02867	AMP	0.98
RDKIT_SHAPRULEMATCH_02868	AMP	0.92
RDKIT_SHAPRULEMATCH_02869	AMP	0.98
RDKIT_SHAPRULEMATCH_02870	AMP	0.99
RDKIT_SHAPRULEMATCH_02871	AMP	0.99
RDKIT_SHAPRULEMATCH_02872	AMP	0.97
RDKIT_SHAPRULEMATCH_02873	AMP	0.98
RDKIT_SHAPRULEMATCH_02874	AMP	0.97
RDKIT_SHAPRULEMATCH_02875	AMP	0.99
RDKIT_SHAPRULEMATCH_02876	AMP	0.99
RDKIT_SHAPRULEMATCH_02877	AMP	0.99
RDKIT_SHAPRULEMATCH_02878	AMP	0.93
RDKIT_SHAPRULEMATCH_02879	AMP	0.98
RDKIT_SHAPRULEMATCH_02880	AMP	0.99
RDKIT_SHAPRULEMATCH_02881	AMP	0.99
RDKIT_SHAPRULEMATCH_02882	AMP	0.98
RDKIT_SHAPRULEMATCH_02883	AMP	0.96
RDKIT_SHAPRULEMATCH_02884	AMP	0.95
RDKIT_SHAPRULEMATCH_02885	AMP	1.00
RDKIT_SHAPRULEMATCH_02886	AMP	0.97
RDKIT_SHAPRULEMATCH_02887	AMP	0.98
RDKIT_SHAPRULEMATCH_02888	AMP	0.99
RDKIT_SHAPRULEMATCH_02889	AMP	0.99
RDKIT_SHAPRULEMATCH_02890	AMP	0.96
RDKIT_SHAPRULEMATCH_02891	AMP	0.98
RDKIT_SHAPRULEMATCH_02892	AMP	0.99
RDKIT_SHAPRULEMATCH_02893	AMP	0.98
RDKIT_SHAPRULEMATCH_02894	AMP	0.83
RDKIT_SHAPRULEMATCH_02895	AMP	0.99
RDKIT_SHAPRULEMATCH_02896	AMP	0.97
RDKIT_SHAPRULEMATCH_02897	AMP	0.98
RDKIT_SHAPRULEMATCH_02898	AMP	1.00
RDKIT_SHAPRULEMATCH_02899	AMP	0.98
RDKIT_SHAPRULEMATCH_02900	AMP	0.98
RDKIT_SHAPRULEMATCH_02901	AMP	0.99
RDKIT_SHAPRULEMATCH_02902	AMP	0.99
RDKIT_SHAPRULEMATCH_02903	AMP	0.96
RDKIT_SHAPRULEMATCH_02904	AMP	0.99
RDKIT_SHAPRULEMATCH_02905	AMP	0.99
RDKIT_SHAPRULEMATCH_02906	AMP	0.97
RDKIT_SHAPRULEMATCH_02907	AMP	0.99
RDKIT_SHAPRULEMATCH_02908	AMP	1.00
RDKIT_SHAPRULEMATCH_02909	AMP	0.97
RDKIT_SHAPRULEMATCH_02910	AMP	0.99
RDKIT_SHAPRULEMATCH_02911	AMP	0.99
RDKIT_SHAPRULEMATCH_02912	AMP	0.96
RDKIT_SHAPRULEMATCH_02913	AMP	0.97
RDKIT_SHAPRULEMATCH_02914	AMP	0.96
RDKIT_SHAPRULEMATCH_02915	AMP	0.99
RDKIT_SHAPRULEMATCH_02916	AMP	0.97
RDKIT_SHAPRULEMATCH_02917	AMP	0.95
RDKIT_SHAPRULEMATCH_02918	AMP	0.99
RDKIT_SHAPRULEMATCH_02919	AMP	0.98
RDKIT_SHAPRULEMATCH_02920	AMP	0.98
RDKIT_SHAPRULEMATCH_02921	AMP	0.99
RDKIT_SHAPRULEMATCH_02922	AMP	0.98
RDKIT_SHAPRULEMATCH_02923	AMP	0.99
RDKIT_SHAPRULEMATCH_02924	AMP	0.99
RDKIT_SHAPRULEMATCH_02925	AMP	0.99
RDKIT_SHAPRULEMATCH_02926	AMP	1.00
RDKIT_SHAPRULEMATCH_02927	AMP	0.97
RDKIT_SHAPRULEMATCH_02928	AMP	0.99
RDKIT_SHAPRULEMATCH_02929	AMP	1.00
RDKIT_SHAPRULEMATCH_02930	AMP	0.98
RDKIT_SHAPRULEMATCH_02931	AMP	0.98
RDKIT_SHAPRULEMATCH_02932	AMP	0.99
RDKIT_SHAPRULEMATCH_02933	AMP	1.00
RDKIT_SHAPRULEMATCH_02934	AMP	0.99
RDKIT_SHAPRULEMATCH_02935	AMP	0.99
RDKIT_SHAPRULEMATCH_02936	AMP	0.97
RDKIT_SHAPRULEMATCH_02937	AMP	0.99
RDKIT_SHAPRULEMATCH_02938	AMP	0.98
RDKIT_SHAPRULEMATCH_02939	AMP	0.96
RDKIT_SHAPRULEMATCH_02940	AMP	0.99
RDKIT_SHAPRULEMATCH_02941	AMP	0.96
RDKIT_SHAPRULEMATCH_02942	AMP	0.99
RDKIT_SHAPRULEMATCH_02943	AMP	1.00
RDKIT_SHAPRULEMATCH_02944	AMP	0.99
RDKIT_SHAPRULEMATCH_02945	AMP	0.98
RDKIT_SHAPRULEMATCH_02946	AMP	0.90
RDKIT_SHAPRULEMATCH_02947	AMP	0.99
RDKIT_SHAPRULEMATCH_02948	AMP	0.96
RDKIT_SHAPRULEMATCH_02949	AMP	0.97
RDKIT_SHAPRULEMATCH_02950	AMP	0.98
RDKIT_SHAPRULEMATCH_02951	AMP	0.99
RDKIT_SHAPRULEMATCH_02952	AMP	0.99
RDKIT_SHAPRULEMATCH_02953	AMP	0.98
RDKIT_SHAPRULEMATCH_02954	AMP	0.97
RDKIT_SHAPRULEMATCH_02955	AMP	0.99
RDKIT_SHAPRULEMATCH_02956	AMP	0.97
RDKIT_SHAPRULEMATCH_02957	AMP	0.97
RDKIT_SHAPRULEMATCH_02958	AMP	0.99
RDKIT_SHAPRULEMATCH_02959	AMP	0.97
RDKIT_SHAPRULEMATCH_02960	AMP	1.00
RDKIT_SHAPRULEMATCH_02961	AMP	1.00
RDKIT_SHAPRULEMATCH_02962	AMP	0.91
RDKIT_SHAPRULEMATCH_02963	AMP	0.97
RDKIT_SHAPRULEMATCH_02964	AMP	0.97
RDKIT_SHAPRULEMATCH_02965	AMP	0.97
RDKIT_SHAPRULEMATCH_02966	AMP	0.99
RDKIT_SHAPRULEMATCH_02967	AMP	0.99
RDKIT_SHAPRULEMATCH_02968	AMP	1.00
RDKIT_SHAPRULEMATCH_02969	AMP	1.00
RDKIT_SHAPRULEMATCH_02970	AMP	0.99
RDKIT_SHAPRULEMATCH_02971	AMP	0.97
RDKIT_SHAPRULEMATCH_02972	AMP	0.96
RDKIT_SHAPRULEMATCH_02973	AMP	0.97
RDKIT_SHAPRULEMATCH_02974	AMP	0.99
RDKIT_SHAPRULEMATCH_02975	AMP	1.00
RDKIT_SHAPRULEMATCH_02976	AMP	0.99
RDKIT_SHAPRULEMATCH_02977	AMP	1.00
RDKIT_SHAPRULEMATCH_02978	AMP	0.99
RDKIT_SHAPRULEMATCH_02979	AMP	0.99
RDKIT_SHAPRULEMATCH_02980	AMP	0.99
RDKIT_SHAPRULEMATCH_02981	AMP	0.99
RDKIT_SHAPRULEMATCH_02982	AMP	1.00
RDKIT_SHAPRULEMATCH_02983	AMP	0.99
RDKIT_SHAPRULEMATCH_02984	AMP	0.99
RDKIT_SHAPRULEMATCH_02985	AMP	0.99
RDKIT_SHAPRULEMATCH_02986	AMP	0.97
RDKIT_SHAPRULEMATCH_02987	AMP	0.99
RDKIT_SHAPRULEMATCH_02988	AMP	0.99
RDKIT_SHAPRULEMATCH_02989	AMP	0.97
RDKIT_SHAPRULEMATCH_02990	AMP	0.99
RDKIT_SHAPRULEMATCH_02991	AMP	0.97
RDKIT_SHAPRULEMATCH_02992	AMP	0.98
RDKIT_SHAPRULEMATCH_02993	AMP	0.99
RDKIT_SHAPRULEMATCH_02994	AMP	0.98
RDKIT_SHAPRULEMATCH_02995	AMP	0.99
RDKIT_SHAPRULEMATCH_02996	AMP	0.96
RDKIT_SHAPRULEMATCH_02997	AMP	0.99
RDKIT_SHAPRULEMATCH_02998	AMP	1.00
RDKIT_SHAPRULEMATCH_02999	AMP	0.89
RDKIT_SHAPRULEMATCH_03000	AMP	1.00
RDKIT_SHAPRULEMATCH_03001	AMP	0.96
RDKIT_SHAPRULEMATCH_03002	AMP	0.99
RDKIT_SHAPRULEMATCH_03003	AMP	1.00
RDKIT_SHAPRULEMATCH_03004	AMP	0.98
RDKIT_SHAPRULEMATCH_03005	AMP	0.89
RDKIT_SHAPRULEMATCH_03006	AMP	0.99
RDKIT_SHAPRULEMATCH_03007	AMP	0.99
RDKIT_SHAPRULEMATCH_03008	AMP	0.98
RDKIT_SHAPRULEMATCH_03009	AMP	0.98
RDKIT_SHAPRULEMATCH_03010	AMP	0.97
RDKIT_SHAPRULEMATCH_03011	AMP	0.99
RDKIT_SHAPRULEMATCH_03012	AMP	0.98
RDKIT_SHAPRULEMATCH_03013	AMP	0.98
RDKIT_SHAPRULEMATCH_03014	AMP	0.98
RDKIT_SHAPRULEMATCH_03015	AMP	1.00
RDKIT_SHAPRULEMATCH_03016	AMP	0.99
RDKIT_SHAPRULEMATCH_03017	AMP	0.98
RDKIT_SHAPRULEMATCH_03018	AMP	0.98
RDKIT_SHAPRULEMATCH_03019	AMP	0.98
RDKIT_SHAPRULEMATCH_03020	AMP	0.99
RDKIT_SHAPRULEMATCH_03021	AMP	0.99
RDKIT_SHAPRULEMATCH_03022	AMP	0.98
RDKIT_SHAPRULEMATCH_03023	AMP	0.99
RDKIT_SHAPRULEMATCH_03024	AMP	0.98
RDKIT_SHAPRULEMATCH_03025	AMP	0.99
RDKIT_SHAPRULEMATCH_03026	AMP	0.99
RDKIT_SHAPRULEMATCH_03027	AMP	0.99
RDKIT_SHAPRULEMATCH_03028	AMP	0.97
RDKIT_SHAPRULEMATCH_03029	AMP	0.97
RDKIT_SHAPRULEMATCH_03030	AMP	0.92
RDKIT_SHAPRULEMATCH_03031	AMP	1.00
RDKIT_SHAPRULEMATCH_03032	AMP	0.99
RDKIT_SHAPRULEMATCH_03033	AMP	0.99
RDKIT_SHAPRULEMATCH_03034	AMP	0.95
RDKIT_SHAPRULEMATCH_03035	AMP	0.99
RDKIT_SHAPRULEMATCH_03036	AMP	0.95
RDKIT_SHAPRULEMATCH_03037	AMP	0.98
RDKIT_SHAPRULEMATCH_03038	AMP	0.98
RDKIT_SHAPRULEMATCH_03039	AMP	0.99
RDKIT_SHAPRULEMATCH_03040	AMP	1.00
RDKIT_SHAPRULEMATCH_03041	AMP	0.98
RDKIT_SHAPRULEMATCH_03042	AMP	1.00
RDKIT_SHAPRULEMATCH_03043	AMP	0.94
RDKIT_SHAPRULEMATCH_03044	AMP	0.93
RDKIT_SHAPRULEMATCH_03045	AMP	0.99
RDKIT_SHAPRULEMATCH_03046	AMP	1.00
RDKIT_SHAPRULEMATCH_03047	AMP	0.99
RDKIT_SHAPRULEMATCH_03048	AMP	0.98
RDKIT_SHAPRULEMATCH_03049	AMP	0.99
RDKIT_SHAPRULEMATCH_03050	AMP	0.99
RDKIT_SHAPRULEMATCH_03051	AMP	0.99
RDKIT_SHAPRULEMATCH_03052	AMP	0.97
RDKIT_SHAPRULEMATCH_03053	AMP	0.95
RDKIT_SHAPRULEMATCH_03054	AMP	0.99
RDKIT_SHAPRULEMATCH_03055	AMP	0.96
RDKIT_SHAPRULEMATCH_03056	AMP	0.93
RDKIT_SHAPRULEMATCH_03057	AMP	0.99
RDKIT_SHAPRULEMATCH_03058	AMP	0.98
RDKIT_SHAPRULEMATCH_03059	AMP	0.99
RDKIT_SHAPRULEMATCH_03060	AMP	0.98
RDKIT_SHAPRULEMATCH_03061	AMP	0.97
RDKIT_SHAPRULEMATCH_03062	AMP	0.94
RDKIT_SHAPRULEMATCH_03063	AMP	0.95
RDKIT_SHAPRULEMATCH_03064	AMP	0.98
RDKIT_SHAPRULEMATCH_03065	AMP	0.99
RDKIT_SHAPRULEMATCH_03066	AMP	0.99
RDKIT_SHAPRULEMATCH_03067	AMP	0.99
RDKIT_SHAPRULEMATCH_03068	AMP	0.97
RDKIT_SHAPRULEMATCH_03069	AMP	0.99
RDKIT_SHAPRULEMATCH_03070	AMP	1.00
RDKIT_SHAPRULEMATCH_03071	AMP	0.99
RDKIT_SHAPRULEMATCH_03072	AMP	1.00
RDKIT_SHAPRULEMATCH_03073	AMP	0.99
RDKIT_SHAPRULEMATCH_03074	AMP	0.99
RDKIT_SHAPRULEMATCH_03075	AMP	0.94
RDKIT_SHAPRULEMATCH_03076	AMP	0.98
